TICKER
SPY
XLG
CSZA.AS
ISQU.BE
MOM.A
C076.BE
IUCB.L
RIE-U.TO
XBB.TO
100910.KS
SMIN.A
O-A.TO
TWND.L
IWDA.L
00642U.TW
M9SH.BE
KBA.A
XUTD.SG
36BA.MU
EUNI.F
83100.HK
ROAM
SLY.A
DBX6.HM
EEX5.L
24501376.IR
IGLN.L
XDAX.ST
XRSS.L
ETLN.HM
0DFW.BE
IGSG.NX
FS5.BE
SC0G.DE
DCNG.A
EWAS
IQQV.HM
03OL.BE
DBX9.BE
FM.A
LYYB.DE
DXS5.SG
SRS.MX
^VGOV
IYW
TIPS.AS
CSIA.NX
XMKA.SG
LYKRW.SW
FLOT.NX
IEFS.L
SVXY
PTB.TO
XMHB.F
INY
OEUR
UTIW.MI
JPHG.L
EUN3.F
ISAM.AS
60PC.L
EL4F.DE
C053.SG
SPYI.SG
LYMEH.SW
25524842.IR
EXSE.DE
GOVT.A
EXS1.F
ZPDH.F
KWT.A
EL4D.BE
EMRD.L
PWB
IUSY.MU
CBQ.TO
XMEY.L
US10.NX
^CDC
86881.L
3291273.SW
X014.DE
29088716.IR
DU13.DE
18M0.SG
MLPC.A
ABE
UIMD.F
SXR3.SG
DBZD.SG
GREK
SWEO_US38.ST
IVE.MX
PYF.TO
PSCT
0DFQ.BE
0BYQ.MU
X95581.TI
LGLBF.PK
SXRG.MU
SPLT.L
MUAF
MRIC.AS
UIMV.SG
DFJ.MX
20997315.IR
SWDA.SW
EWC.MX
EJP.PA
ISQT.BE
DBX5.BE
UIQ9.DE
UT1USA.SW
P28184.MI
SPXH.A
IEER.L
LYN3.BE
EXVM.HM
DBEM.A
GMGW.DU
EXHF.SG
GG9.MU
EUHD.L
CBEU5U.SW
LYQJ.MU
EXW3.DE
^BBP
USPY.L
ISPY.L
VLIQ.L
LYP8.BE
ULV.TO
XRS2.MU
VAL.MI
6PSF.MU
AGRI.MI
EUCO.SW
C001.HM
PSQ.MX
UB33.L
DOO.A
JYN.A
BTP2L.MI
NBF_FC81_A798B.ST
SPY5.HM
TCSP-104.TA
ADRA
C541.F
J40N.DU
IGF.MX
STKS.SW
X019.SW
SIZE.MX
LYPS.DE
ALTE.SW
XMKS.SG
60DH.L
CPLT.SW
LYPP.BE
GVI.MX
MEAR
IUS9.F
XUSS.L
EEMA
XEYY.SG
PICK
CLU-C.TO
CSEU.MI
94NL.L
HMP.TO
SCYP.L
CJSU.L
SXRH.SG
XIN.TO
SPYN.DE
XPQP.DE
EUN8.SG
LYPW.DU
IASP.L
UB74.L
XCSD.MI
WEAT.A
IS3E.MU
92TY.L
03AE.BE
AFS.PA
UEFI.HM
XNIF.SW
JBPAGX.SW
DX2E.HM
IEQU.L
IUSX.MU
SEBL_04TR.ST
HRNKY-67.TA
UXJ
UKSR.L
TEET.AS
SCZ.MX
EL4P.DU
ROAM.A
IAPD.AS
CRWE.PA
LYY8.DE
IM2E.BE
O031.L
CC1.MI
JB6M.SG
XDNE.DE
EL4Z.DU
US13.NX
PSRTY-66.TA
DBKO.A
^CFA
EXI
DXST.BE
CAFE.A
SPLV.SW
APX.NX
IS3Q.F
HNDX.DU
PXLG
VDC.A
QLD
X70494.TI
LYQ8.DU
IJPH.L
UIMR.DE
DXSJ.MU
ETLV.MU
MXUS.SW
FHQ.TO
SMLP.SG
STHY.L
XB4F.F
SHORT-EUR-B-S.ST
IUFS.L
EMDV.SG
11926049.SW
LYPH.DU
IAAA.L
LAG
DXS6.BE
STQI.MI
MPAS.L
REGL
25381758.SW
38VA.BE
IQQ0.SG
X88650.TI
SCIN.A
CQQQ
^UAE
CW8U.PA
23793565.SW
O092.L
MXI.MX
C1UGBP.SW
RTYS.L
DVYE.A
IFAS
RWC.TO
X019.SG
MGTL.L
LYYT.F
MIDZ
SRLN.A
CN1.NX
IQQH.DE
BNK.MI
UC24.L
FGM.TO
PSWD.F
X17366.TI
BNK.MC
44ML.L
ZSILUS.SW
IBCJ.DU
EXHJ.MU
SGOL
SDEU.L
INDSR-51.TA
SBUN7S.MI
IUS9.HM
EL4P.HM
CED.TO
CUKS.AS
XCHA.MI
18MG.F
DAX.PA
FILL.A
SC0G.SG
SGPDE.MI
EXH2.HM
VNM.MX
HRMSC-88.TA
GDXX
XLIS.L
P3W9.BE
H4ZL.MU
FLOT.MX
TUSA
CSCB
540E.BE
EUNL.BE
BSCF
TCRDX-42.TA
LYM9.MU
SXRY.SG
PSK.A
XMHA.F
IM2E.MU
UIQ9.F
TECL.A
LYQH.F
ANXG.L
EWQ
DXS0.SG
FREL
X96324.TI
CSSPX.MI
HEWJ
PSREUA.MI
PSGT-333.TA
J10E.BE
XSVS.SW
EL45.DU
ZPRC.DE
IS3L.MU
GQ0415.TI
UC66.L
FRNE.SG
SC06.SG
C5E.PA
XMEN.L
IGIL.L
^EEMA
XCSX.MU
NBF_GT70_A401A.ST
EXX2.MU
IS3W.BE
C025.SG
PUW.A
IEGZ.NX
IWF.MX
LYQH.HM
LYYR.SG
P98394.MI
NXF-D.TO
PZT.A
STABAETF-NIF-S.ST
VSS.MX
H4Z2.SG
RYT
X25.NX
CBITA.SW
EL4N.SG
U11S.PA
EXXT.BE
LYM4.DE
DBPP.SG
SC0Y.HM
OUNZ.A
MOOO.AS
226810.KS
IDPE.L
IS3E.BE
DBXD.MU
BYBE.NX
AFIN.DE
QDF
OSX2.SG
SXR6.F
XCAN.L
SH.A
C021.SW
UBU3.SG
STAA.L
SPLX
42HW.L
PALL.A
EUNK.SG
ISQY.BE
MILATRC16.MX
INR.NX
X025.DE
XAFE.F
PNTR-235.TA
XG7S.SG
229200.KS
ECYAF.PK
SXRK.DE
MEXI.L
45GO.L
SWER-BEAR.ST
ULE.A
3DES.L
IHI.A
XB4F.DE
EMV.L
EXXY.SG
IOO.MX
IQQR.MU
^SXLE
BK0B.BE
XASX.L
TIP
XDJP.HM
IS01.MU
PSRUSA.SW
DBXB.DU
UIM4.BE
CEU.L
SPXU.A
X018.HM
X14630.TI
DBXZ.SG
CNKY.AS
UWC
XCX5.L
CNXT.A
STU.NX
CLG.TO
CCME.MU
96LD.L
X05934.TI
OSX6.F
KINA-BULL-AS.ST
EMLI.SW
X504.DE
SLVP.A
C001.F
XELS.SG
^VEVE
US57.L
UKK
IUS8.MU
LAUU.L
YIEL.L
KSPB-119.TA
X012.BE
PSSHR-15.TA
IUVD.HM
LYM0.DU
BIZD
^VDEM
IIFLNIFTY.NS
MFEC.SW
IUSG.BE
